label	sentence	w_index
0	He put a hand into a pocket of his elegant duster coat and brought out a small .22 pistol that he pointed at my face.	3
0	"Even though this kind of action may cost a lot, I believe it to be money well and necessarily spent because the health of our economy and the health of our environment are totally dependent upon each other."	5
0	Grant's remains were shovelled into a canvas bag.	1
0	What age will she teach then?	1
0	There is stronger evidence that a zinc deficiency may cause the foetus to grow slowly in the womb.	6
0	"From the purchasers' point of view, auctions can also be attractive if slightly nerve-racking as you wait for bidding to start for the house of your dreams."	2
0	"No one can predict whether a serious injury will result in death that may depend on the victim's physique, on the speed of an ambulance, on the distance from the hospital, and on a range of other medical and individual matters."	18
0	"As princes saw it, it was a just war in the fullest sense of the term; those who were slaughtered in its battles were regarded as among the martyrs of the church."	28
0	I suppose it is possible that squatters or other vagrants took possession of the house between the time of my uncle's death and the sale of the property.	21
0	"Active swimmers in the surface waters of the present oceans are likely to feed directly on the plankton, and the trilobites may have had a method of harvesting large quantities of minute food."	17
0	"The next step is to ensure that, from March, no one should have to wait more than 18 months for a hip or knee replacement or a cataract operation."	18
0	"It is a rambling Tudor house run by John and Margaret Parker, whose breakfast room and drawing room look out over a wonderful walled garden, beyond which fields of grazing cows stretch down to the river."	16
0	"Sorge looked round the table, saw their undisguised curiosity."	0
0	"In Bugsy, limos are black, cars are red and taxis are yellow; all are ominous objects, the NAACP says, in colours associated with racial minorities."	20
0	"The villagers seemed unimpressed, but were given no choice in the matter."	8
0	"That proposal, if implemented, would shift almost all the decision-making in homicide cases from the trial to the sentencing stage: the only issue of any consequence in most cases would be the sentence to be imposed, and all the distinctions now drawn at the stage of criminal liability would be reflected in the sentence alone."	32
0	"As it was, the smokeless shimmer of vapour was so cooled by cleaning that it drifted across the river to cause mischief with the leadwork on Wren's great dome."	28
0	The conversion of the UK government has been briefly described earlier; it is manifested in their July 1989 commitment to spend ÃÂ´Ã¯Â¿?0m. on climate change research in 1989/90 and the confident request to them from the Advisory Board for the Research Councils( ABRC) for an extra ÃÂ´Ã¯Â¿?1m. in 1990 and ÃÂ´Ã¯Â¿?3m. in the two succeeding years for additional environmental research.	1
0	Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks.	18
0	The authors of that report accepted that there is a theoretical limit of 2Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½3 weeks in explicit prediction of day-to-day fluctuations in weather because of the influence of small-scale turbulence within the large-scale dynamics; such limits imply that medium and long-term prediction must inevitably be stochastic.	35
0	"Roberts's ankle appeared broken, but the Chelsea players were not interested in retribution and the club, as soon as they knew the injury was less serious, put a message on the electronic scoreboard: an example of public relations from which others could learn."	22
0	"CRYSTALATE, the electronics product group, experienced a serious disappointment in the second half and hence profits fell from ÃÂ´Ã¯Â¿?.6million to ÃÂ´Ã¯Â¿?.9million in the year to September."	3
0	The Bhopal accident killed 2000 and injured 200 000 more;	2
0	To stimulate the development and the application within the agency of techniques of environmental modelling and forecasting in order that adequate preventative action can be taken at the appropriate time;	11
0	She paid all her gambling debts the very next day.	4
0	"I'd like to substitute Paul Littlejohn for myself in the power of attorney that I hold on your behalf, Elinor."	12
0	"Daniel, who had become a specialist in wild blows of chance, thought he understood some of it."	10
0	"After dinner there, when the moon was full and low and deep orange, we walked up the road from the hotel to Long Melford church."	24
0	"He claims that serious work on inner-city policy began in 1979: but it was, undoubtedly, the riots of 1981, coinciding with the biggest drop in employment and job vacancies since the war, which gave impetus to the new approach."	27
0	Expect to pay a management fee of up to 15 per cent.	10
0	"Mr Freeman said an appeal was most unlikely, because we are not going to get any more evidence."	4
0	"Paradise, launched on CBS last season and shown on BBC1 this summer, was the first new western serial for a decade."	5
0	"Certain aspects of environmental monitoring have long been carried out by the private sector, notably that of crop states on a world-wide basis."	22
0	But what was missing before 1147 was a clear sense of who the Franks were.	1
0	"Intent to kill may be regarded as the most obvious and indisputable form of fault element for murder, but to some extent that depends on the meaning of intent."	17
0	"In addition to the work being carried out in the UNEP HQ at Nairobi and in the GEMS/GRID site in Geneva, a series of GRID regional nodes are now being set up world-wide, each equipped with the same hardware and software and local subsets of the data."	40
0	"There can be little doubt that a GIS approach has wide applicability in all sorts of location problems where the goal is to minimize( rather than, as conventionally, maximize) accessibility to a population."	8
0	"While these organizations intrinsically have a world-wide membership and are concerned with research into global environmental change, others share the same interest but from a more restricted geographical base."	12
0	"A sheet of rain had come down then, a hard, gusty shower, while they were laying the squares of turf back in place, and Adam had said something about the rain making the grass grow quickly, the rain being on their side."	22
0	"They've been to his little boy's primary school, interviewed the teachers and headmistress and all the school friends and everything just trying to get a dirty story."	5
0	"Earlier this month, preliminary findings from an investigation by Kenneth Randall found that the Gooda Walker agency may have overstated its syndicates' profits between 1981 and 1988 through the use of time and distance policies, about which it had failed to inform its auditors in at least one syndicate."	31
0	"The House of Lords upheld D's conviction for murder: an intent to cause really serious injury is sufficient for murder, without any proof that the defendant intended, or even contemplated, the possibility that death would result."	25
0	"The objectives of CORINE were to be achieved through bringing together existing data holdings in the member states, developing methods for holding, analysing and presenting the data, and encouraging the exchange of data."	17
0	"However, the City had been expecting bad figures and the shares rose 15p to 239p."	10
0	"Data layers include geological maps, conservation areas, transport routes, petrochemical facilities and demographic data."	13
0	"There are powerful arguments in favour of saying that there are other killings where an intent to kill can not be established, and yet where the moral or social culpability is equal to that in most intentional killings."	5
0	This was written at the NWRRL using FORTRAN 77 and the Graphical Kernel System.	5
0	In that kind of free market he thrived and survived and so will the best of his work.	17
0	And without the rest I shan't care about my liberty.	9
0	Research at the North West Regional Research Laboratory( NWRRL) aims to create buffers around busy roads and junctions and to use data from the Cancer Registry to examine possible links between proximity to such sources of pollution and prevalence of lung cancer.	17
0	"Of course, one can not be adamant about whether they merit the label murder, because that is a question of drawing the line between murder and manslaughter, which is not susceptible of any precise resolution."	18
0	"Allocation determines which arcs in the network will be allocated to a particular node or centre; districting makes it possible to outline rapidly sets of polygons in order to define specific areas of interest( districts) and to summarize their characteristics; routeing provides a minimum path algorithm through the network, the arcs of which can be assigned weights according to road conditions, road capacity and so on."	13
0	The other is to add together all the personnel costs for each kind of worker from the original job advertisement through to the retirement or redundancy payments.	26
0	"In a cottage on this site lived Agnes Poley, Protestant martyr, burned at Ipswich, 15th August 1557, aged 32 years."	19
0	"Thing is don't you find in in this sort of environment if you've got, you know if they're nice people you all communicate don't you?"	8
0	A particular difficulty about task synthesis is that there is no easy way of confirming completeness.	2
0	"Well it's good good, got a well lagged tank."	3
0	The paper flag of her homeland is contrasted to the modernity of the cigarette held in her other hand.	1
0	The drift had become a tunnel of overgrowth that dripped water on to the roof of the van.	1
0	"With no trace of a smile or a blush the baroness quickly corrected herself an irrigation system but the slip was a telling one, and I'm sure they would have appreciated it in Bangladesh."	5
0	"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 per cent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on a level with 1988, says finance director Brian Fidler."	30
0	And I was looking in the yesterday and they sell them in You Can't Go Wrong for five ninety nine for Robert.	6
0	"Recently, of course, there has been an added dimension part media-and-politician inflated, part real: drugs."	9
0	In any practical situation this pressure is small and can be neglected when calculating the forces on current-carrying conductors.	3
0	"Given the already appalling and growing rate of homelessness and lack of hostel facilities in London, when more people than ever will not only have to endure the freezing nights of the coming winter on the streets, but perhaps permanent homelessness, it was terrible to see the situation being exploited for a joke by your advertisement: Just the thing now the evenings are drawing in."	10
0	"Finally, since data are often costly to acquire, it follows that summaries of them e.g. The State of the European Environment report( CEC 1988) and the Environmental Data Report of the UN EP( GEMS MARC 1989) are of considerable value."	39
0	"I mean, we we opened originally, first year, every night of the bloody week and it was pointless, absolutely pointless."	7
0	"In three other areas, as much political as organizational, advances were made towards the management of the press, the coordination of the heterogeneous collection that made up the party, and the fostering of modern attitudes in the local parties."	14
0	"Kessell points out that uncontrollable fires are recurrent phenomena in many parts of Australia, causing damage in the hundreds of millions of dollars and significant loss of life."	11
0	"It was within this kind of environment that chivalry flourished, that young men learned to identify, their vassalage towards their lord as a symbol of their honour, that they debated the relative merits of Roland's and Oliver's way of displaying loyalty; and that they learned the finer points of jousting."	49
0	We shall go through a number of examples later.	5
0	"I know that's what Mueller's always wanted, but Nate and the Executive Committee would never fall for that bloody empire-building game!"	3
0	Few contemporaries would have expected Balfour's retirement to lead to a Unionist recovery.	1
0	"Daniel thought about dead Ann Maguire who, like Anna Van Gogh, the Dutch pastor's wife, had named a younger, hopeful child for a dead one."	13
0	The doctors conclude in the British Medical Journal that there would be little benefit if all women in the UK were given zinc supplements during pregnancy.	22
0	"In Halton Borough, Cheshire, for instance, there are 13 notifiable installations, with over 20 000 people living within the defined consultation zones( Petts 1988)."	15
0	One such solution is Goodchild and Yang's( 1989) scheme for a hierarchical spatial data structure to handle data for the spherical earth.	17
0	"He'd got high blood pressure, he wasn't in any pain he's living a normal life."	3
0	"no, it's your birthday have a swinging time on"	3
0	"There's Sean O'Farrell and the master left in a hurry this hour past for New York City, both without a bite inside them and now you."	5
0	"The general form relied on the argument that the riots were not a form of protest against the insufferable social conditions of inner-city areas or the actions of the police, but a criminal act or a cry for loot."	23
0	"More than 80 years later, Lenin's heirs are allowing refugees from their Communist regime escape in the opposite direction, in an East German-made train travelling across East German territory."	14
0	"But as they do, it's gon na hit her cos it's not year that it doesn't help, see if she's in a third year class, she was always as she is now, in the top of that, but even"	23
0	"So he's had to go in, what did you say?"	6
0	"Who are the human beings that actually live among the olive, the orange, the lemon orchards?"	12
0	"VIRGIL THOMSON was a composer and writer of originality, courage and wit formed by a unique mixture of American and French influences."	21
0	"More generally, we need to consider the availability of large databases for hazard studies and emergency planning and this is an area ripe for major initiatives."	10
0	"In Chapter 10 Gatrell and Vincent consider a wide range of natural and technological hazards including industrial hazards, risk assessment, hazardous waste disposal, emergency planning, natural hazards and environmental epidemiology."	23
0	"Well exactly, yes, she can give you a ring erm or I could give you a ring for that matter erm."	19
0	We have now collected a good number of formulae which will serve us well in the following sections.	6
0	"In the leading case of Cunningham Lord Edmund-Davies( dissenting) gave the example of breaking someone's arm: that is a really serious injury, but one which is unlikely to endanger the victim's life."	31
0	"Hale's eyes stare knowingly at the viewer, a human sacrifice to an alienated and consumerist culture."	6
0	"It is also a warning to all hack Tories who think that it is a telling blow against Kinnock to keep on pointing out that he has reversed his opinions about unilateral nuclear disarmament, British membership of the EC, or anything else."	9
0	"The regulations have obvious implications for G1S work, as illustrated below."	6
0	"At the opening party, an excited three-and-a-half-year-old Josh rode the pretty antique red rocking horse in the shop window."	14
0	"Cos we're having, not problems, but at school it really it's unfortunate because she was put in a third year, and she's only a third year now and she was on a third year class last year."	33
0	"More to the point, however, is the fact that this distribution can be modelled in terms of slopes, rainfall, rock types and so on."	20
0	Closet countrysiders may want to pretend their patch is actually a corner of some Sussex meadow and picture it swagged with honeysuckle and waving with ox-eye daisies and scabious.	7
0	"If the cross-section happens to be smaller at a certain place, then the forces are larger there than at the neighbouring cross-sections, so the beam will be further constricted, etc., leading to the so-called sausage instability( Fig. 3.3(a))."	2
0	"Then came the passage, which appeared on the television news that evening and in the papers the next day, about the Liberal Democrats being the Trojan horse that would let Labour in."	15
0	"It was now light, the lamps on the gangway giving murky yellow pools that barely pushed back the inky blackness of a starless night."	5
0	"The most interesting are those which portray population flows as scaled ribbons on the network diagram, and evacuation shelter capacities as bar diagrams."	14
0	"First we shall assume that the current density is confined to a thin wire in which case the integration variable may be changed to formula, where S is a vector normal to the cross-section, formula is the area of the cross-section, and dI is an elementary vector along the tangent of the wire."	40
0	"However, the temptation in all classification exercises is to produce partitional schemes and this should really be resisted here."	6
0	"They propose a national radiological spatial information system and, in a pilot project in Cumbria, have integrated several layers of data within ARC/INFO to show what this might involve( Fig. 10.2)."	18
0	"Labour sought to turn the general election into a referendum on the NHS, asking voters for a mandate to reverse the changes."	9
0	To what extent can GIS help if an event occurs?	2
0	"Francis Morgan stood and stared at them, and even before the man stepped forward steadily, hand extended, mouth opening to speak, he understood who they were and what they had come to tell him."	18
0	"The treaty between Robert II of Flanders and Henry I of England, renewed by their successors, stipulated that each knight supplied to the English king should bring three horses with him this at a time when a horse represented a major investment."	37
0	"Nor was it clear that Balfour's departure was universally desired: at the National Union Conference a few days later, Leo Maxse was booed off the platform, and constituency parties everywhere passed resolutions regretting Balfour's decision."	17
0	"She's sort of got with children then because this erm testing, they've got to a school work outside"	9
0	"He would have recognized her from her strong resemblance to her brother, although she looked the elder by some years."	16
0	"As a result of this he was labelled as a diehard and a bigot, when he actually distrusted the diehards and was himself distrusted by the bigots."	2
0	"John House spoke of the history of the gathering of the images, an emptiness here Jacob wrestling the Angel), an unexpected illumination there."	21
0	"The Church, Wall Street, and Industry are joined by a network of telephone lines, forming a remorsely inhuman environment."	10
0	"Earlier this month, preliminary findings from an investigation by Kenneth Randall found that the Gooda Walker agency may have overstated its syndicates' profits between 1981 and 1988 through the use of time and distance policies, about which it had failed to inform its auditors in at least one syndicate."	4
0	"It is also guaranteeing mortgages at 1 per cent below the normal interest rate, for endowment or pension-linked policies, on several of the houses up for sale, an interesting and innovative service for would-be bidders( mortgage surveys will already have been undertaken for these houses)."	34
0	photographing who comes in.	1
0	The 1990s have witnessed a shift in the art establishment's attitudes towards art produced outside of its traditional parameters.	18
0	Throughout these manoeuvrings Alice Mair sat quietly watching from the car but made no move to help.	2
0	Their ideal garden will look good and demand little attention.	9
0	"This might include data on morbidity and mortality, uptake of preventative medicine, service use and availability, at both primary and hospital level."	5
0	"It was raining intermittently all the time they were in the cemetery, the pines bowing and shivering in the wind."	6
0	With Vicki just having her birthday she's got all she needs now isn't it?	5
0	Such data include those from the Population and Agricultural Censuses as well as point data from rain gauge sites and radiation monitoring stations.	17
0	The undemonstrative Miranda flung her arms around the instructor.	5
0	"He placed the proofs on the desk, refused Alice Mair's offer of coffee and followed her back to the front door."	20
0	The voice at the other end was plainly over-excited and it took him a minute to disentangle what he was being told.	5
0	"FROM this month, all new cars submitted for British type approval, the test which allows them to be legally sold in the UK, must be able to run on lead-free petrol."	10
0	"A mile above the shepherd's hut the hillsides ceased their upward rolling and curved together to form a dead-end valley of broad-breasted slopes five miles from the nearest tarmac road, hidden deep in the folds of the moors."	4
0	Related forms are spread over much of the world in Ordovician and Silurian times.	8
0	The jubilant word from Kinnock's camp was that Major was behaving more like an opposition leader than a prime minister.	2
0	Another mouth to feed.	1
0	If punishment is assimilated into the probation glossary it will inevitably influence the sort of practice the Service undertakes.	1
0	"Scott's first venture into this unlikely field of design was at Battersea where, in 1930, he was wheeled in as a famous knighted architect by the London Power Company to try to make acceptable the coal-fired monster power station to which the residents of Chelsea and Westminster were taking strong exception."	8
0	"Broadly, the survey confirmed that parents of children with special needs had not been given a real choice of placement, and that they had to fight hard for mainstream provision if this was their choice."	34
0	"Geoffrey was brought up from infancy with the sons of neighbouring Angevin lords, on whose companionship he relied."	8
0	I thought well in town you can get about they have er a big turkey.	4
0	The data volumes collected are often voluminous even by the standards of contemporary computing facilities;	14
0	The oceans and their biota play a central role in the carbon and nutrient cycles; global ocean circulation is also critical to the global carbon budget.	25
0	"The H-bomb, with an explosive capacity of more than a million tons of TNT, had fallen into the Atlantic Ocean off southern Spain."	1
0	"Given this, determining the nature of the interactions between the variables becomes a matter of major difficulty."	7
0	"Having lent Hale money to pay her rent she had been angered to discover her spending enormous sums on an haute-couture dress, and refused to turn up to what, in retrospect, became Hale's farewell party."	34
0	"The posture of many dinosaurs, and particularly the carnivorous theropod dinosaurs, was fully erect with the legs beneath the body, and unlike the sprawling legs of living reptiles( see p. 116)."	10
0	"Mrs Carson, knowing how much was involved, had excused Ruth from all other duties until Anna's bedtime hour."	16
0	"To provide the Community, the Member States and participating third countries with the objective( sic) information requested for the formulation and implementation of sound and effective environmental policies;"	27
0	"It would be bad enough if I were a G P or an expert in some other branch of medicine, an orthopaedic surgeon, for instance, or an ear, nose and throat man, but I am a gynaecologist, and it is the bones of a young woman and a baby that have been found there"	45
0	"Delaney took risks, plummeting feet first through the hatchways, and partly breaking his descent with the handrails, falling like a parachutist, rolling instantly deploying his Uzi against"	16
0	"The Urban Programme consisted of grants and initiatives under the 1969 Local Government Grants( Social Need) Act, which was intended as a flexible instrument to provide supplementary help to local authorities in the fields of housing, education, and health."	7
0	"Among other things, these regulations require operators of hazardous installations to draw up on-site and off-site emergency plans and to give information to members of the public who live or work near such installations( Houston 1987)."	6
0	"Homely Persian pottery of the twelfth to thirteenth century combines animal and bird images with sinuous plant motifs and marks the beginning of lustre wares; they are mostly priced in the ÃÂ´Ã¯Â¿?00 to ÃÂ´Ã¯Â¿?,000 range and rate high on charm."	2
0	"The dissemination of information in the event of an incident is dealt with at three levels: the first is the normal system of press notices; the second is the use of teletext and viewdata( Ceefax and Prestel) to get direct to members of the public at their homes or places of work; the third is the use of Telecom Gold electronic mail to get more technical details to various official bodies, such as water authorities( Jackson 1989)."	1
0	"You will be expected to keep a drink diary throughout the course, and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels."	29
0	"As they descended the stairs, Delaney paused, and took a last look down at her."	4
0	This furthered his long-term ambition to rule a large south Slav kingdom when the Ottoman Empire finally collapsed.	4
0	"The convex, middle part of the thorax contained the musculature that operated the appendages( which, as usual, are not preserved), and the relatively large volume of this region shows that the musculature was powerful."	6
0	"In 1979 a train carrying chlorine, liquid petroleum, toluene and propane was derailed in Mississauga, Ontario, causing a series of explosions."	20
0	"It is also a warning to all hack Tories who think that it is a telling blow against Kinnock to keep on pointing out that he has reversed his opinions about unilateral nuclear disarmament, British membership of the EC, or anything else."	40
0	"There was, at last, a look of alarm on his face, and I could see him wondering whether he really would have to pull the small trigger."	10
0	I did manage to sort out the food for tomorrow and	7
0	"Oh dear, oh dear, Miss Williams said on an indrawn breath."	10
0	"Meanwhile, in many parts of the country, a problem as old as cities themselves tension between cultural groups, between earlier immigrants and newer ones, between black, brown, and white, and( increasingly) between large sections of urban youth and the police came to be identified as the key inner-city issue."	36
0	they come home they've got ta snuggle up in bed with a book	9
0	"As the Rallye dropped to about thirty feet above the runway, Miranda throttled back completely and held the stick back."	10
0	"Lord Scarman's report on the 1981 disorders highlighted the importance of unemployment, urban deprivation, racial disadvantage, relations between young blacks and the police, the decline of civic consent, and political exclusion as the key issues."	30
0	"He had memorized it years ago in the Ecalpemos epoch: The safest way to live is first, inherit money, second, be born without taste for liquor, third, have a legitimate job that keeps you busy, fourth, marry a wife who will cooperate in your sexual peculiarities, fifth, join some big church, sixth, don't live too long."	25
0	Children were collected from home by special bus and places were available on demand.	0
0	"Was it the faint smell of herbs and newly baked dough, the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall, the rhythmic moaning of the sea through the half-open door, the sense of well-fed ease conveyed by the two cushioned armchairs, the open hearth?"	38
0	I think somebody's tired.	2
0	"It is a symptom of public anxiety about urban squalor and, less creditably, of class and racial prejudice that drugs and inner cities are automatically linked in the popular consciousness( MacGregor, 1989a)."	6
0	"If the owner is abroad, the agent will also collect tax at the standard rate of 25 per cent, which will be deducted from your monthly rent cheque."	14
0	"And of course, this time of year, it's perfect flying weather!"	2
0	Since the latter are available for a 5 km raster the registration data are assigned to these grid squares using the OS grid reference.	23
0	"We've had more paperwork, not less, since the trust took over, Buzz said tartly."	8
0	"ÃÂ´Ã¯Â¿?5,000 was the asking price and I was not surprised that the sale, so to speak, hung fire."	4
0	"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 per cent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on a level with 1988, says finance director Brian Fidler."	62
0	I must go and do my duty as a host for what's left of the night.	15
0	But many system developers are unable to assess requirements properly.	2
0	Sometimes they had had to stop and take shelter under the closely planted-trees.	12
0	"It would be unfair both to the vector potential and to quantum mechanics to say that none of those formulations have engineering applications( in fact the most sensitive magnetometer built to date is based on that kind of theory), but by and large engineers wouldn't lose much sleep if the use of A were banned with immediate effect."	7
0	"The dissemination of information in the event of an incident is dealt with at three levels: the first is the normal system of press notices; the second is the use of teletext and viewdata( Ceefax and Prestel) to get direct to members of the public at their homes or places of work; the third is the use of Telecom Gold electronic mail to get more technical details to various official bodies, such as water authorities( Jackson 1989)."	29
0	"The general form relied on the argument that the riots were not a form of protest against the insufferable social conditions of inner-city areas or the actions of the police, but a criminal act or a cry for loot."	22
0	"The divergence was sharpened by the application of a theoretical distinction, the fruit of Augustinian theology, amplified as the century went on by canon and Roman law reference; princes pronounced their campaigns just wars( fought against aggressors with the aim of re-establishing peace) or public wars( declared by a competent authority in the public interest), while they condemned the wars of lesser men as infractions of the peace."	31
0	"And though some knights might be supplied free by feudal service, household ones had to be maintained by their lords, mercenary ones needed pay, and those with money-fiefs constituted a regular charge on the treasury."	11
0	He held a chair in physics from 1937 until his retirement publishing more than 150 papers on atomic and nuclear physics.	5
0	Many developers use business analysts to ensure that the development team maintain a proper focus on business requirements.	17
0	"But of course the users don't know what they want, so they end up getting another duff system."	4
0	Shares in Avon Rubber have fallen sharply this year as a result of the weak demand for winter tyres and rights issue call to finance the move into US motor components.	0
0	"Law personally conducted the negotiations with Gardner Sinclair over the sale of the Observer and the Pall Mall Gazette in 1914; this negotiation also demonstrates that, as well as producing information and nursing editors, the party had to work hard to keep some of the newspapers in business."	35
0	"During 1985 this issue was raised once again, though by then the extent of mass unemployment and urban de-industrialization and decay was more stark than it had been in 198l."	15
0	"The scourge of criminal violence was, Whitelaw argued, a danger to the whole framework of consent and legality on which the political institutions of British society were based."	4
0	The two men rose from the table together.	2
0	"As noted above, the work of Fedra( 1989) is a major step in this direction, and links need to be forged between initiatives in the UK and the rest of Europe."	28
0	"Handsworth, for example, was presented even shortly before September 1985 as a success story in terms of police community relations."	17
0	He became Robert of Jerusalem to his contemporaries; his deeds were recorded in the Song of Antioch; his pious bravery totally expunged the memory of Robert the Frisian's usurpation; and after his death his son Baldwin VII harped on his father's achievement to justify his substantial use of coercion against the enemies of the church.	28
0	Does the grievous bodily harm rule extend the definition of murder too far?	8
0	"There was, at last, a look of alarm on his face, and I could see him wondering whether he really would have to pull the small trigger."	26
0	"Notwithstanding Mrs Thatcher's confidence that we can fix environmental problems, the difficulties associated with a task even as apparently simple as monitoring a state variable are considerable."	24
0	"King's Head, Fulham 4 Fulham High St, SW6( 736 1413) L-shaped room, part corridor, part bar, part dance-floor, with the stage in one corner, ensuring restricted view from virtually everywhere."	17
0	For priority status for children with special needs in order to facilitate access to ordinary provision.	4
0	He was asked to wait and then shown into a room where a detective sergeant prepared to take a statement from him.	14
0	"He stood, door in hand, checked by something in the way his visitors, a man and a woman, were standing."	14
0	"A 1985 Lancia Y10( lead only) sells for around ÃÂ´Ã¯Â¿?,000 whereas the similar Fiat Uno 55 from the same year, converted to run on unleaded, is worth around ÃÂ´Ã¯Â¿?00 more."	19
0	"This flowed through to earnings per share, up a half at 19.6p and shareholders receive a 25 per cent increase in the interim dividend to 2.7p."	4
0	During the recent European Community elections the representatives of EC governments promoted the ideal of a border-free Europe by 1992.	10
0	In the centre of the room was a large wooden table holding a stoneware jar of dried flowers.	14
0	"The most irritating thing about Rytasha and there were many was that, though she does not speak their language, she presumes to teach them a spurious form of their own religion."	18
0	That means you came from the same egg.	7
0	"Theresa gave him a brief, pitying smile, dragged the plastic bags from beneath the seat then expertly freed her brother and settled him on her left hip while, with the other hand, she collapsed the pushchair, with a single vigorous shake."	40
0	and erm they had this one down in the shop next to er	9
0	"Sir: I was interested by your juxtaposition of Poll predicts 42-seat majority for Labour with Tories hold on( 30 September), the latter referring, of course, to the Conservative victory in Wandsworth, the significance of which appears to have been almost totally ignored by the media."	22
0	"Sir David English was not informed of the visit and in consequence had no plans to attend the Ideal Home Exhibition that day, the official statement announced."	11
0	Hillslope failure( as at Aberfan in South Wales in 1966) is a geomorphic hazard but may arise because of raw material extraction.	13
0	"The point is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death."	12
0	"Further studies, the researchers believe, should concentrate on pregnant women known to have a zinc deficiency or to be at risk from problems during labour."	3
0	Delaney nodded his agreement.	3
0	You go round that corner not off that way towards the wards just go from the desk right round the corner and follow it right the way down as far as you can go.	20
0	User expectations are often unreasonably high; use of administrative computing systems encourages bureaucrats to believe that environmental data can just as readily be analysed and used to support decisions.	28
0	"Such data are crucial, either for assisting the emergency services to make assessments about resources they need to deploy in such events, or for high-quality estimates to be made of risk."	30
0	During this session the importance of monitoring is also emphasized:	2
0	"The boy and the dog skirted round opposite sides of the puddle, the boy, a light, tall fourteen-year-old, labouring in wellington boots too large for him, and the dog, a three-year-old Labrador bitch, picking her way reluctantly, with frequent pauses, as if her paws hurt."	13
0	"There has been a suspicion for many years that high rates of stomach cancer in parts of Wales may be linked to soil chemistry, specifically such factors as zinc/copper ratios, and to lead content in water supplies."	33
0	"Notwithstanding Mrs Thatcher's confidence that we can fix environmental problems, the difficulties associated with a task even as apparently simple as monitoring a state variable are considerable."	3
0	The sales combine items of charm at fairly accessible prices with some rare treasures aimed at big-time collectors.	9
0	"DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West, including some who missed by only a few minutes a train that took more than 800 of their compatriots to West Germany."	29
0	"Moreover, commercial monitoring of the environment is now also routine, notably to predict crop yields in the main grain-growing areas and hence facilitate the buying of futures."	24
0	"The biogeochemical system embraces the totality of the movements of the key elements essential to life carbon, nitrogen, oxygen, phosphorus and others through what has been described as the total earth system."	2
0	"He expected his father to rise and say something about that being no way to speak to one's wife or not in front of the child, he was capable of that."	22
0	An alternative approach is to begin by hypothesizing an environmental determinant of ill health and to collect data to test an explicit hypothesis.	10
0	"In 1983 the Home Secretary imposed restrictions on the release of persons serving life for murders of police- and prison-officers, terrorist killings, murder during robbery, and the sadistic or sexual murder of young children, fixing a minimum of twenty years' imprisonment for these offenders."	21
0	"They returned to the bridge, fearful of every dark place every corner, every door."	13
0	"Indeed, no major studies of evacuation due to hazards have been undertaken in recent times and this is a widely recognized deficiency which no research funding body seems willing to rectify."	8
0	"Among other things, these regulations require operators of hazardous installations to draw up on-site and off-site emergency plans and to give information to members of the public who live or work near such installations( Houston 1987)."	2
0	"Tasks agreed for the IGBP-DIS include making available a directory of data directories modelled on NASA's Master Directory, providing data sets for education and training and undertaking a land cover pilot study."	30
0	"This specimen is preserved as a carbonaceous compression on a very fine-grained and well-bedded sandstone, a preservation common in Carboniferous rocks."	16
0	"Finally, in all applications fields, the findings of the reviews above suggest that there is a need for improvements in user interfaces of all kinds."	3
0	Lloyd's chairman David Coleridge welcomed the judgment.	1
0	"Bloody clashes would occur whenever armoured units raided these villages, storming through makeshift defensive road blocks and responding to rocks being thrown with live bullets and tear gas; but no sooner would these army units be gone than authority would revert to the village residents."	14
0	A part of the myth just didn't work after that.	4
0	"Its architect had spent the war years with fellow Royal Academicians planning the orderly and spacious London of the future, free of smoke and industry."	24
0	"Research is in progress, however, to assess possible health effects of poor incineration( Diggle et al. 1990)."	8
0	"Now the nearest tree is an enormous trunk, struck by lightning and sawed-off."	3
0	"To the north the broken arches and stumps of the ruined Benedictine abbey gleamed golden in the afternoon sun against the crinkled blue of the sea and, breasting a small ridge, he glimpsed for the first time the topsail of Larksoken Mill and beyond it, against the skyline, the great grey bulk of Larksoken Nuclear power Station."	36
0	"Merchant et al.( 1987) for example, use the image processing system ERDAS to construct an index of vulnerability to groundwater pollution; this uses variables such as depth to water table, soil type, slope and so on( see Estes et al. 1987 for a similar approach)."	10
0	Can the problems of urban poverty be blamed on individual pathology?	10
